Training steps	Validation return	Validation steps	Validation return std	Validation steps std	Q-value evaluation	Q-network loss	Policy-network loss	Alpha loss	Alpha
16000	-0.1126595406586299	60.0	0.06484548207777567	0.0	3.4376494884490967	0.05164608	-4.4996724	-1.0173965	[0.7406557]
17000	-0.19098458838399449	60.0	0.09933860041007715	0.0	5.838065147399902	0.06659702	-6.5992103	-2.0127192	[0.5487065]
18000	-0.24429539232223982	60.0	0.029274961003179445	0.0	7.181649208068848	0.04336372	-7.825921	-3.0455122	[0.40648702]
19000	-0.1500200098713535	60.0	0.03939333642779924	0.0	7.758336067199707	0.072078645	-8.421321	-4.0278697	[0.30113965]
20000	-0.1799268956013091	60.0	0.06721299454198633	0.0	7.794902324676514	0.075274155	-8.285181	-5.028888	[0.22310723]
21000	-0.19350200139719723	60.0	0.040287956347230494	0.0	7.2256011962890625	0.09644148	-7.720322	-6.15598	[0.16538396]
22000	-0.1973760476363345	60.0	0.0863490078098186	0.0	6.394431114196777	0.07120967	-7.086967	-6.9687424	[0.12268113]
23000	-0.18063696313143524	60.0	0.052413179249941655	0.0	5.391753673553467	0.0604207	-6.0832033	-7.7522793	[0.09114695]
24000	-0.229798319462955	60.0	0.08186520401126776	0.0	4.32668924331665	0.66036975	-4.965706	-8.4247675	[0.06791163]
25000	-0.139903131250658	60.0	0.04403229148729442	0.0	3.3326096534729004	0.04575783	-4.2071395	-9.858585	[0.05077163]
26000	0.07100992349603705	48.2	0.46933359425983295	23.599999999999998	2.3350210189819336	0.068226546	-3.369873	-8.925123	[0.0380847]
27000	-0.24886653025492805	51.8	0.14498488418018882	16.4	1.3173737525939941	0.053854764	-2.0496857	-10.744198	[0.02866626]
28000	-0.24988944245359868	60.0	0.048882397778082495	0.0	0.46645641326904297	0.094732895	-1.2017419	-9.690756	[0.0216311]
29000	-0.15549414578124993	60.0	0.06009734268079246	0.0	-0.46357542276382446	0.054440096	-0.15037616	-9.171147	[0.01638226]
30000	-0.17203839715244978	51.0	0.08125110970598054	18.0	-1.296027421951294	0.07138116	0.5977516	-9.941662	[0.01242342]
